Year,County,Hospital,Surgery,Cases
2014,Los Angeles,Saint Francis Medical Center,LUNG,1
2014,Los Angeles,Saint Francis Medical Center,COLON,7
2014,Los Angeles,Saint Francis Medical Center,BREAST,44
2014,Los Angeles,Saint Francis Medical Center,BRAIN,6
2014,Los Angeles,Saint Francis Medical Center,BLADDER,1
2014,Los Angeles,Saint Johnﾒs Health Center,LUNG,24
2014,Los Angeles,Saint Johnﾒs Health Center,STOMACH,10
2014,Los Angeles,Saint Johnﾒs Health Center,PROSTATE,16
2014,Los Angeles,Saint Johnﾒs Health Center,RECTUM,9
2014,Los Angeles,Saint Johnﾒs Health Center,PANCREAS,9
2014,Los Angeles,Saint Johnﾒs Health Center,LIVER,18
2014,Los Angeles,Saint Johnﾒs Health Center,ESOPHAGUS,2
2014,Los Angeles,Saint Johnﾒs Health Center,COLON,54
2014,Los Angeles,Saint Johnﾒs Health Center,BREAST,160
2014,Los Angeles,Saint Johnﾒs Health Center,BRAIN,63
2014,Los Angeles,Saint Johnﾒs Health Center,BLADDER,3
2014,Los Angeles,Providence Saint Joseph Medical Center,PANCREAS,2
2014,Los Angeles,Providence Saint Joseph Medical Center,PROSTATE,37
2014,Los Angeles,Providence Saint Joseph Medical Center,ESOPHAGUS,3
2014,Los Angeles,Providence Saint Joseph Medical Center,LIVER,3
2014,Los Angeles,Providence Saint Joseph Medical Center,LUNG,25
2014,Los Angeles,Providence Saint Joseph Medical Center,COLON,38
2014,Los Angeles,Providence Saint Joseph Medical Center,BREAST,164
2014,Los Angeles,Providence Saint Joseph Medical Center,STOMACH,5
2014,Los Angeles,Providence Saint Joseph Medical Center,BRAIN,21
2014,Los Angeles,Providence Saint Joseph Medical Center,BLADDER,5
2014,Los Angeles,Providence Saint Joseph Medical Center,RECTUM,19
2014,Los Angeles,Saint Vincent Medical Center,PANCREAS,8
2014,Los Angeles,Saint Vincent Medical Center,STOMACH,26
2014,Los Angeles,Saint Vincent Medical Center,RECTUM,11
2014,Los Angeles,Saint Vincent Medical Center,PROSTATE,2
2014,Los Angeles,Saint Vincent Medical Center,LUNG,8
2014,Los Angeles,Saint Vincent Medical Center,LIVER,2
2014,Los Angeles,Saint Vincent Medical Center,COLON,39
2014,Los Angeles,Saint Vincent Medical Center,BREAST,17
2014,Los Angeles,Saint Vincent Medical Center,BRAIN,12
2014,Los Angeles,Coast Plaza Hospital,STOMACH,1
2014,Los Angeles,Coast Plaza Hospital,RECTUM,1
2014,Los Angeles,Coast Plaza Hospital,COLON,2
2014,Los Angeles,Temple Community Hospital,COLON,2
2014,Los Angeles,Temple Community Hospital,BREAST,2
2014,Los Angeles,Ronald Reagan UCLA Medical Center,STOMACH,22
2014,Los Angeles,Ronald Reagan UCLA Medical Center,RECTUM,33
2014,Los Angeles,Ronald Reagan UCLA Medical Center,PROSTATE,93
2014,Los Angeles,Ronald Reagan UCLA Medical Center,PANCREAS,58
2014,Los Angeles,Ronald Reagan UCLA Medical Center,LUNG,73
2014,Los Angeles,Ronald Reagan UCLA Medical Center,LIVER,47
2014,Los Angeles,Ronald Reagan UCLA Medical Center,ESOPHAGUS,12
2014,Los Angeles,Ronald Reagan UCLA Medical Center,COLON,56
2014,Los Angeles,Ronald Reagan UCLA Medical Center,BREAST,174
2014,Los Angeles,Ronald Reagan UCLA Medical Center,BRAIN,132
2014,Los Angeles,Ronald Reagan UCLA Medical Center,BLADDER,32
2014,Los Angeles,Valley Presbyterian Hospital,STOMACH,2
2014,Los Angeles,Valley Presbyterian Hospital,RECTUM,10
2014,Los Angeles,Valley Presbyterian Hospital,PANCREAS,5
2014,Los Angeles,Valley Presbyterian Hospital,LUNG,1
2014,Los Angeles,Valley Presbyterian Hospital,COLON,16
2014,Los Angeles,Valley Presbyterian Hospital,BREAST,86
2014,Los Angeles,Valley Presbyterian Hospital,BRAIN,1
2014,Los Angeles,Valley Presbyterian Hospital,BLADDER,2
2014,Los Angeles,Valley Presbyterian Hospital,LIVER,6
2014,Los Angeles,University of Southern California Verdugo Hills Hospital,RECTUM,4
2014,Los Angeles,University of Southern California Verdugo Hills Hospital,PROSTATE,4
2014,Los Angeles,University of Southern California Verdugo Hills Hospital,LUNG,1
2014,Los Angeles,University of Southern California Verdugo Hills Hospital,COLON,8
2014,Los Angeles,University of Southern California Verdugo Hills Hospital,BRAIN,1
2014,Los Angeles,University of Southern California Verdugo Hills Hospital,BREAST,27
2014,Los Angeles,West Hills Hospital and Medical Center,RECTUM,7
2014,Los Angeles,West Hills Hospital and Medical Center,LUNG,7
2014,Los Angeles,West Hills Hospital and Medical Center,COLON,24
2014,Los Angeles,West Hills Hospital and Medical Center,BREAST,50
2014,Los Angeles,West Hills Hospital and Medical Center,BRAIN,6
2014,Los Angeles,White Memorial Medical Center,RECTUM,3
2014,Los Angeles,White Memorial Medical Center,STOMACH,8
2014,Los Angeles,White Memorial Medical Center,PROSTATE,1
2014,Los Angeles,White Memorial Medical Center,LUNG,2
2014,Los Angeles,White Memorial Medical Center,ESOPHAGUS,1
2014,Los Angeles,White Memorial Medical Center,COLON,24
2014,Los Angeles,White Memorial Medical Center,BREAST,79
2014,Los Angeles,White Memorial Medical Center,BRAIN,11
2014,Los Angeles,Whittier Hospital Medical Center,STOMACH,3
2014,Los Angeles,Whittier Hospital Medical Center,RECTUM,5
2014,Los Angeles,Whittier Hospital Medical Center,COLON,7
2014,Los Angeles,Whittier Hospital Medical Center,BREAST,16
2014,Los Angeles,Henry Mayo Newhall Hospital,LUNG,4
2014,Los Angeles,Henry Mayo Newhall Hospital,COLON,12
2014,Los Angeles,Henry Mayo Newhall Hospital,BREAST,22
2014,Los Angeles,Henry Mayo Newhall Hospital,RECTUM,4
2014,Los Angeles,Henry Mayo Newhall Hospital,BRAIN,4
2014,Los Angeles,Los Angeles County/Harbor - UCLA Medical Center,PANCREAS,5
2014,Los Angeles,Los Angeles County/Harbor - UCLA Medical Center,RECTUM,18
2014,Los Angeles,Los Angeles County/Harbor - UCLA Medical Center,PROSTATE,25
2014,Los Angeles,Los Angeles County/Harbor - UCLA Medical Center,LIVER,2
2014,Los Angeles,Los Angeles County/Harbor - UCLA Medical Center,ESOPHAGUS,1
2014,Los Angeles,Los Angeles County/Harbor - UCLA Medical Center,COLON,42
2014,Los Angeles,Los Angeles County/Harbor - UCLA Medical Center,BREAST,109
2014,Los Angeles,Los Angeles County/Harbor - UCLA Medical Center,BRAIN,14
2014,Los Angeles,Los Angeles County/Harbor - UCLA Medical Center,BLADDER,3
2014,Los Angeles,Los Angeles County/Harbor - UCLA Medical Center,STOMACH,6
2014,Los Angeles,Los Angeles County/Harbor - UCLA Medical Center,LUNG,8
2014,Los Angeles,Los Angeles County/University of Southern California Medical Center,STOMACH,19
2014,Los Angeles,Los Angeles County/University of Southern California Medical Center,RECTUM,21
2014,Los Angeles,Los Angeles County/University of Southern California Medical Center,PROSTATE,28
2014,Los Angeles,Los Angeles County/University of Southern California Medical Center,PANCREAS,8
2014,Los Angeles,Los Angeles County/University of Southern California Medical Center,LUNG,9
2014,Los Angeles,Los Angeles County/University of Southern California Medical Center,LIVER,18
2014,Los Angeles,Los Angeles County/University of Southern California Medical Center,ESOPHAGUS,2
2014,Los Angeles,Los Angeles County/University of Southern California Medical Center,BLADDER,10
2014,Los Angeles,Los Angeles County/University of Southern California Medical Center,BRAIN,33
2014,Los Angeles,Los Angeles County/University of Southern California Medical Center,BREAST,131
2014,Los Angeles,Los Angeles County/University of Southern California Medical Center,COLON,45
2014,Los Angeles,Los Angeles County/Olive View - UCLA Medical Center,STOMACH,17
2014,Los Angeles,Los Angeles County/Olive View - UCLA Medical Center,RECTUM,14
2014,Los Angeles,Los Angeles County/Olive View - UCLA Medical Center,PROSTATE,10
2014,Los Angeles,Los Angeles County/Olive View - UCLA Medical Center,PANCREAS,2
2014,Los Angeles,Los Angeles County/Olive View - UCLA Medical Center,LUNG,4
2014,Los Angeles,Los Angeles County/Olive View - UCLA Medical Center,ESOPHAGUS,2
2014,Los Angeles,Los Angeles County/Olive View - UCLA Medical Center,BLADDER,3
2014,Los Angeles,Los Angeles County/Olive View - UCLA Medical Center,BREAST,104
2014,Los Angeles,Los Angeles County/Olive View - UCLA Medical Center,COLON,36
2014,Los Angeles,Los Angeles County/Olive View - UCLA Medical Center,LIVER,6
2014,Los Angeles,Kaiser Foundation Hospital - Woodland Hills,PANCREAS,2
2014,Los Angeles,Kaiser Foundation Hospital - Woodland Hills,STOMACH,7
2014,Los Angeles,Kaiser Foundation Hospital - Woodland Hills,RECTUM,15
2014,Los Angeles,Kaiser Foundation Hospital - Woodland Hills,PROSTATE,9
2014,Los Angeles,Kaiser Foundation Hospital - Woodland Hills,COLON,41
2014,Los Angeles,Kaiser Foundation Hospital - Woodland Hills,LIVER,4
2014,Los Angeles,Kaiser Foundation Hospital - Woodland Hills,BREAST,233
2014,Los Angeles,Kaiser Foundation Hospital - Woodland Hills,BLADDER,9
2014,Los Angeles,Keck Hospital of University of Southern California,LUNG,34
2014,Los Angeles,Keck Hospital of University of Southern California,PROSTATE,304
2014,Los Angeles,Keck Hospital of University of Southern California,RECTUM,27
2014,Los Angeles,Keck Hospital of University of Southern California,PANCREAS,41
2014,Los Angeles,Keck Hospital of University of Southern California,LIVER,116
2014,Los Angeles,Keck Hospital of University of Southern California,ESOPHAGUS,45
2014,Los Angeles,Keck Hospital of University of Southern California,STOMACH,27
2014,Los Angeles,Keck Hospital of University of Southern California,COLON,27
2014,Los Angeles,Keck Hospital of University of Southern California,BREAST,98
2014,Los Angeles,Keck Hospital of University of Southern California,BRAIN,65
2014,Los Angeles,Keck Hospital of University of Southern California,BLADDER,153
2014,Los Angeles,Kaiser Foundation Hospital - Baldwin Park,PROSTATE,2
2014,Los Angeles,Kaiser Foundation Hospital - Baldwin Park,STOMACH,7
2014,Los Angeles,Kaiser Foundation Hospital - Baldwin Park,COLON,68
2014,Los Angeles,Kaiser Foundation Hospital - Baldwin Park,RECTUM,17
2014,Los Angeles,Kaiser Foundation Hospital - Baldwin Park,BREAST,237
2014,Los Angeles,Kaiser Foundation Hospital - Baldwin Park,BLADDER,4
2014,Los Angeles,Kaiser Foundation Hospital - Downey,STOMACH,4
2014,Los Angeles,Kaiser Foundation Hospital - Downey,RECTUM,4
2014,Los Angeles,Kaiser Foundation Hospital - Downey,PROSTATE,195
2014,Los Angeles,Kaiser Foundation Hospital - Downey,PANCREAS,3
2014,Los Angeles,Kaiser Foundation Hospital - Downey,LUNG,19
2014,Los Angeles,Kaiser Foundation Hospital - Downey,ESOPHAGUS,2
2014,Los Angeles,Kaiser Foundation Hospital - Downey,BREAST,245
2014,Los Angeles,Kaiser Foundation Hospital - Downey,BLADDER,2
2014,Los Angeles,Kaiser Foundation Hospital - Downey,COLON,63
2014,Los Angeles,Palmdale Regional Medical Center,COLON,16
2014,Los Angeles,Palmdale Regional Medical Center,RECTUM,1
2014,Los Angeles,Palmdale Regional Medical Center,STOMACH,2
2014,Los Angeles,Palmdale Regional Medical Center,PROSTATE,4
2014,Los Angeles,Palmdale Regional Medical Center,BREAST,3
2014,Los Angeles,Palmdale Regional Medical Center,BRAIN,10
2014,Madera,Madera Community Hospital,RECTUM,4
2014,Madera,Madera Community Hospital,COLON,11
2014,Madera,Madera Community Hospital,BREAST,16
2014,Marin,Kaiser Foundation Hospital - San Rafael,BREAST,157
2014,Marin,Kaiser Foundation Hospital - San Rafael,BLADDER,2
2014,Marin,Kaiser Foundation Hospital - San Rafael,COLON,41
2014,Marin,Marin General Hospital,LIVER,1
2014,Marin,Marin General Hospital,BLADDER,7
2014,Marin,Marin General Hospital,PROSTATE,25
2014,Marin,Marin General Hospital,PANCREAS,4
2014,Marin,Marin General Hospital,COLON,21
2014,Marin,Marin General Hospital,LUNG,8
2014,Marin,Marin General Hospital,BRAIN,12
2014,Marin,Marin General Hospital,RECTUM,3
2014,Marin,Marin General Hospital,BREAST,138
2014,Marin,Novato Community Hospital,PROSTATE,1
2014,Marin,Novato Community Hospital,BREAST,6
2014,Marin,Novato Community Hospital,COLON,3
2014,Mendocino,Frank R. Howard Memorial Hospital,RECTUM,1
2014,Mendocino,Frank R. Howard Memorial Hospital,COLON,3
2014,Mendocino,Mendocino Coast District Hospital,BREAST,4
2014,Mendocino,Mendocino Coast District Hospital,COLON,1
2014,Mendocino,Ukiah Valley Medical Center,RECTUM,2
2014,Mendocino,Ukiah Valley Medical Center,LUNG,3
2014,Mendocino,Ukiah Valley Medical Center,COLON,9
2014,Mendocino,Ukiah Valley Medical Center,BREAST,94
2014,Merced,Memorial Hospital Los Banos,BREAST,5
2014,Merced,Mercy Medical Center - Merced,RECTUM,2
2014,Merced,Mercy Medical Center - Merced,PROSTATE,7
2014,Merced,Mercy Medical Center - Merced,COLON,23
2014,Merced,Mercy Medical Center - Merced,BREAST,28
2014,Mono,Mammoth Hospital,PROSTATE,3
2014,Monterey,Community Hospital of The Monterey Peninsula,STOMACH,4
2014,Monterey,Community Hospital of The Monterey Peninsula,RECTUM,14
2014,Monterey,Community Hospital of The Monterey Peninsula,PROSTATE,1
2014,Monterey,Community Hospital of The Monterey Peninsula,PANCREAS,7
2014,Monterey,Community Hospital of The Monterey Peninsula,LUNG,28
2014,Monterey,Community Hospital of The Monterey Peninsula,ESOPHAGUS,2
2014,Monterey,Community Hospital of The Monterey Peninsula,COLON,22
2014,Monterey,Community Hospital of The Monterey Peninsula,BREAST,84
2014,Monterey,Community Hospital of The Monterey Peninsula,BRAIN,9
2014,Monterey,Salinas Valley Memorial Hospital,STOMACH,3
2014,Monterey,Salinas Valley Memorial Hospital,RECTUM,5
2014,Monterey,Salinas Valley Memorial Hospital,PROSTATE,3
2014,Monterey,Salinas Valley Memorial Hospital,PANCREAS,1
2014,Monterey,Salinas Valley Memorial Hospital,LUNG,3
2014,Monterey,Salinas Valley Memorial Hospital,COLON,23
2014,Monterey,Salinas Valley Memorial Hospital,BREAST,84
2014,Monterey,Salinas Valley Memorial Hospital,BRAIN,13
2014,Monterey,Natividad Medical Center,RECTUM,3
2014,Monterey,Natividad Medical Center,COLON,7
2014,Monterey,Natividad Medical Center,BREAST,14
2014,Napa,Queen of the Valley Hospital - Napa,STOMACH,1
2014,Napa,Queen of the Valley Hospital - Napa,RECTUM,5
2014,Napa,Queen of the Valley Hospital - Napa,PROSTATE,16
2014,Napa,Queen of the Valley Hospital - Napa,LUNG,8
2014,Napa,Queen of the Valley Hospital - Napa,ESOPHAGUS,1
2014,Napa,Queen of the Valley Hospital - Napa,COLON,11
2014,Napa,Queen of the Valley Hospital - Napa,BREAST,44
2014,Napa,Queen of the Valley Hospital - Napa,BRAIN,2
2014,Napa,Queen of the Valley Hospital - Napa,BLADDER,4
2014,Napa,Saint Helena Hospital,STOMACH,1
2014,Napa,Saint Helena Hospital,RECTUM,4
2014,Napa,Saint Helena Hospital,PANCREAS,1
2014,Napa,Saint Helena Hospital,ESOPHAGUS,1
2014,Napa,Saint Helena Hospital,BREAST,17
2014,Napa,Saint Helena Hospital,COLON,7
2014,Napa,Saint Helena Hospital,LUNG,18
2014,Nevada,Sierra Nevada Memorial Hospital,RECTUM,5
2014,Nevada,Sierra Nevada Memorial Hospital,PROSTATE,1
2014,Nevada,Sierra Nevada Memorial Hospital,LUNG,4
2014,Nevada,Sierra Nevada Memorial Hospital,COLON,12
2014,Nevada,Sierra Nevada Memorial Hospital,BREAST,47
2014,Nevada,Tahoe Forest Hospital,RECTUM,1
2014,Nevada,Tahoe Forest Hospital,COLON,6
2014,Nevada,Tahoe Forest Hospital,BREAST,18
2014,Orange,Orange Coast Memorial Medical Center,LUNG,21
2014,Orange,Orange Coast Memorial Medical Center,LIVER,30
2014,Orange,Orange Coast Memorial Medical Center,COLON,46
2014,Orange,Orange Coast Memorial Medical Center,BRAIN,10
2014,Orange,Orange Coast Memorial Medical Center,BLADDER,4
2014,Orange,Orange Coast Memorial Medical Center,PANCREAS,26
2014,Orange,Orange Coast Memorial Medical Center,BREAST,100
2014,Orange,Orange Coast Memorial Medical Center,STOMACH,11
2014,Orange,Orange Coast Memorial Medical Center,RECTUM,30
2014,Orange,Orange Coast Memorial Medical Center,PROSTATE,2
2014,Orange,AHMC Anaheim Regional Medical Center,STOMACH,4
2014,Orange,AHMC Anaheim Regional Medical Center,RECTUM,4
2014,Orange,AHMC Anaheim Regional Medical Center,PROSTATE,3
2014,Orange,AHMC Anaheim Regional Medical Center,LUNG,16
2014,Orange,AHMC Anaheim Regional Medical Center,ESOPHAGUS,1
2014,Orange,AHMC Anaheim Regional Medical Center,COLON,27
2014,Orange,AHMC Anaheim Regional Medical Center,BREAST,101
2014,Orange,AHMC Anaheim Regional Medical Center,BRAIN,5
2014,Orange,AHMC Anaheim Regional Medical Center,BLADDER,1
2014,Orange,Chapman Medical Center,RECTUM,2
2014,Orange,Chapman Medical Center,COLON,1
2014,Orange,Chapman Medical Center,BREAST,1
2014,Orange,Fountain Valley Regional Hospital and Medical Center - Euclid,STOMACH,10
2014,Orange,Fountain Valley Regional Hospital and Medical Center - Euclid,RECTUM,28
2014,Orange,Fountain Valley Regional Hospital and Medical Center - Euclid,PROSTATE,5
2014,Orange,Fountain Valley Regional Hospital and Medical Center - Euclid,PANCREAS,7
2014,Orange,Fountain Valley Regional Hospital and Medical Center - Euclid,LUNG,23
2014,Orange,Fountain Valley Regional Hospital and Medical Center - Euclid,LIVER,13
2014,Orange,Fountain Valley Regional Hospital and Medical Center - Euclid,ESOPHAGUS,1
2014,Orange,Fountain Valley Regional Hospital and Medical Center - Euclid,COLON,43
2014,Orange,Fountain Valley Regional Hospital and Medical Center - Euclid,BREAST,90
2014,Orange,Fountain Valley Regional Hospital and Medical Center - Euclid,BRAIN,10
2014,Orange,Fountain Valley Regional Hospital and Medical Center - Euclid,BLADDER,4
2014,Orange,Western Medical Center Anaheim,RECTUM,1
2014,Orange,Western Medical Center Anaheim,COLON,5
2014,Orange,Western Medical Center Anaheim,BREAST,3
2014,Orange,Hoag Memorial Hospital Presbyterian,STOMACH,6
2014,Orange,Hoag Memorial Hospital Presbyterian,RECTUM,29
2014,Orange,Hoag Memorial Hospital Presbyterian,PROSTATE,160
2014,Orange,Hoag Memorial Hospital Presbyterian,PANCREAS,27
2014,Orange,Hoag Memorial Hospital Presbyterian,COLON,95
2014,Orange,Hoag Memorial Hospital Presbyterian,BREAST,559
2014,Orange,Hoag Memorial Hospital Presbyterian,BRAIN,72
2014,Orange,Hoag Memorial Hospital Presbyterian,LUNG,69
2014,Orange,Hoag Memorial Hospital Presbyterian,BLADDER,5
2014,Orange,Hoag Memorial Hospital Presbyterian,LIVER,17
2014,Orange,Hoag Memorial Hospital Presbyterian,ESOPHAGUS,12
2014,Orange,Huntington Beach Hospital,COLON,2
2014,Orange,La Palma Intercommunity Hospital,STOMACH,1
2014,Orange,La Palma Intercommunity Hospital,COLON,4
2014,Orange,La Palma Intercommunity Hospital,BREAST,2
2014,Orange,Los Alamitos Medical Center,RECTUM,5
2014,Orange,Los Alamitos Medical Center,PROSTATE,26
2014,Orange,Los Alamitos Medical Center,PANCREAS,1
2014,Orange,Los Alamitos Medical Center,LUNG,3
2014,Orange,Los Alamitos Medical Center,LIVER,1
2014,Orange,Los Alamitos Medical Center,COLON,18
2014,Orange,Los Alamitos Medical Center,BREAST,109
2014,Orange,Los Alamitos Medical Center,BRAIN,8
2014,Orange,Los Alamitos Medical Center,STOMACH,4
2014,Orange,Coastal Communities Hospital,RECTUM,1
2014,Orange,Coastal Communities Hospital,PROSTATE,1
2014,Orange,Coastal Communities Hospital,COLON,3
2014,Orange,Coastal Communities Hospital,BREAST,26
2014,Orange,Mission Hospital Regional Medical Center,STOMACH,3
2014,Orange,Mission Hospital Regional Medical Center,PROSTATE,20
2014,Orange,Mission Hospital Regional Medical Center,PANCREAS,3
2014,Orange,Mission Hospital Regional Medical Center,LUNG,32
2014,Orange,Mission Hospital Regional Medical Center,ESOPHAGUS,2
2014,Orange,Mission Hospital Regional Medical Center,COLON,28
2014,Orange,Mission Hospital Regional Medical Center,BREAST,45
2014,Orange,Mission Hospital Regional Medical Center,BRAIN,20
2014,Orange,Mission Hospital Regional Medical Center,BLADDER,1
2014,Orange,Mission Hospital Regional Medical Center,RECTUM,6
2014,Orange,UC Irvine Medical Center,STOMACH,24
2014,Orange,UC Irvine Medical Center,RECTUM,37
2014,Orange,UC Irvine Medical Center,PROSTATE,43
2014,Orange,UC Irvine Medical Center,LUNG,19
2014,Orange,UC Irvine Medical Center,LIVER,17
2014,Orange,UC Irvine Medical Center,ESOPHAGUS,8
2014,Orange,UC Irvine Medical Center,BREAST,146
2014,Orange,UC Irvine Medical Center,BRAIN,94
2014,Orange,UC Irvine Medical Center,BLADDER,2
2014,Orange,UC Irvine Medical Center,PANCREAS,42
2014,Orange,UC Irvine Medical Center,COLON,48
2014,Orange,Garden Grove Hospital and Medical Center,STOMACH,1
2014,Orange,Garden Grove Hospital and Medical Center,RECTUM,2
2014,Orange,Garden Grove Hospital and Medical Center,COLON,5
2014,Orange,Garden Grove Hospital and Medical Center,BREAST,3
2014,Orange,Garden Grove Hospital and Medical Center,BRAIN,1
2014,Orange,Placentia Linda Hospital,RECTUM,3
2014,Orange,Placentia Linda Hospital,PROSTATE,3
2014,Orange,Placentia Linda Hospital,COLON,15
2014,Orange,Placentia Linda Hospital,BREAST,36
2014,Orange,Saddleback Memorial Medical Center,STOMACH,3
2014,Orange,Saddleback Memorial Medical Center,RECTUM,1
2014,Orange,Saddleback Memorial Medical Center,PROSTATE,36
2014,Orange,Saddleback Memorial Medical Center,LUNG,27
2014,Orange,Saddleback Memorial Medical Center,ESOPHAGUS,1
2014,Orange,Saddleback Memorial Medical Center,COLON,41
2014,Orange,Saddleback Memorial Medical Center,BREAST,127
2014,Orange,Saddleback Memorial Medical Center,BRAIN,5
2014,Orange,Saddleback Memorial Medical Center,BLADDER,2
2014,Orange,Mission Hospital Laguna Beach,RECTUM,2
2014,Orange,Mission Hospital Laguna Beach,COLON,4
2014,Orange,Mission Hospital Laguna Beach,BREAST,9
2014,Orange,Saint Joseph Hospital - Orange,STOMACH,8
2014,Orange,Saint Joseph Hospital - Orange,RECTUM,25
2014,Orange,Saint Joseph Hospital - Orange,PROSTATE,55
2014,Orange,Saint Joseph Hospital - Orange,PANCREAS,9
2014,Orange,Saint Joseph Hospital - Orange,LUNG,42
2014,Orange,Saint Joseph Hospital - Orange,LIVER,14
2014,Orange,Saint Joseph Hospital - Orange,ESOPHAGUS,2
2014,Orange,Saint Joseph Hospital - Orange,COLON,61
2014,Orange,Saint Joseph Hospital - Orange,BREAST,241
2014,Orange,Saint Joseph Hospital - Orange,BRAIN,34
2014,Orange,Saint Joseph Hospital - Orange,BLADDER,1
2014,Orange,Saint Jude Medical Center,STOMACH,6
2014,Orange,Saint Jude Medical Center,RECTUM,18
2014,Orange,Saint Jude Medical Center,PROSTATE,51
2014,Orange,Saint Jude Medical Center,PANCREAS,1
2014,Orange,Saint Jude Medical Center,LUNG,19
2014,Orange,Saint Jude Medical Center,COLON,52
2014,Orange,Saint Jude Medical Center,BREAST,179
2014,Orange,Saint Jude Medical Center,BRAIN,21
2014,Orange,Saint Jude Medical Center,BLADDER,3
2014,Orange,West Anaheim Medical Center,STOMACH,2
2014,Orange,West Anaheim Medical Center,COLON,7
2014,Orange,Western Medical Center - Santa Ana,STOMACH,1
2014,Orange,Western Medical Center - Santa Ana,PROSTATE,1
2014,Orange,Western Medical Center - Santa Ana,LUNG,1
2014,Orange,Western Medical Center - Santa Ana,COLON,11
2014,Orange,Western Medical Center - Santa Ana,BREAST,31
2014,Orange,Western Medical Center - Santa Ana,BRAIN,7
2014,Orange,Kaiser Foundation Hospital - Orange County - Anaheim,STOMACH,19
2014,Orange,Kaiser Foundation Hospital - Orange County - Anaheim,RECTUM,22
2014,Orange,Kaiser Foundation Hospital - Orange County - Anaheim,PROSTATE,19
2014,Orange,Kaiser Foundation Hospital - Orange County - Anaheim,PANCREAS,9
2014,Orange,Kaiser Foundation Hospital - Orange County - Anaheim,LUNG,39
2014,Orange,Kaiser Foundation Hospital - Orange County - Anaheim,LIVER,8
2014,Orange,Kaiser Foundation Hospital - Orange County - Anaheim,ESOPHAGUS,5
2014,Orange,Kaiser Foundation Hospital - Orange County - Anaheim,COLON,68
2014,Orange,Kaiser Foundation Hospital - Orange County - Anaheim,BREAST,435
2014,Orange,Kaiser Foundation Hospital - Orange County - Anaheim,BRAIN,27
2014,Orange,Kaiser Foundation Hospital - Orange County - Anaheim,BLADDER,7
2014,Placer,Sutter Auburn Faith Hospital,STOMACH,1
2014,Placer,Sutter Auburn Faith Hospital,RECTUM,2
2014,Placer,Sutter Auburn Faith Hospital,COLON,17
2014,Placer,Sutter Auburn Faith Hospital,BREAST,36
2014,Placer,Sutter Roseville Medical Center,STOMACH,1
2014,Placer,Sutter Roseville Medical Center,PROSTATE,62
2014,Placer,Sutter Roseville Medical Center,PANCREAS,3
2014,Placer,Sutter Roseville Medical Center,LUNG,26
2014,Placer,Sutter Roseville Medical Center,ESOPHAGUS,1
2014,Placer,Sutter Roseville Medical Center,COLON,43
2014,Placer,Sutter Roseville Medical Center,BREAST,200
2014,Placer,Sutter Roseville Medical Center,BRAIN,14
2014,Placer,Sutter Roseville Medical Center,BLADDER,3
2014,Placer,Sutter Roseville Medical Center,RECTUM,13
2014,Placer,Kaiser Foundation Hospital - Roseville,STOMACH,3
2014,Placer,Kaiser Foundation Hospital - Roseville,RECTUM,20
2014,Placer,Kaiser Foundation Hospital - Roseville,PROSTATE,3
2014,Placer,Kaiser Foundation Hospital - Roseville,LUNG,42
2014,Placer,Kaiser Foundation Hospital - Roseville,LIVER,1
2014,Placer,Kaiser Foundation Hospital - Roseville,ESOPHAGUS,7
2014,Placer,Kaiser Foundation Hospital - Roseville,COLON,57
2014,Placer,Kaiser Foundation Hospital - Roseville,BREAST,333
2014,Placer,Kaiser Foundation Hospital - Roseville,BLADDER,5
2014,Plumas,Plumas District Hospital,COLON,2
2014,Plumas,Plumas District Hospital,BREAST,1
2014,Plumas,Seneca Healthcare District,BREAST,1
2014,Riverside,Corona Regional Medical Center - Main,STOMACH,1
2014,Riverside,Corona Regional Medical Center - Main,RECTUM,3
2014,Riverside,Corona Regional Medical Center - Main,COLON,9
2014,Riverside,Corona Regional Medical Center - Main,BREAST,37
2014,Riverside,Desert Regional Medical Center,STOMACH,8
2014,Riverside,Desert Regional Medical Center,RECTUM,22
2014,Riverside,Desert Regional Medical Center,PANCREAS,2
2014,Riverside,Desert Regional Medical Center,LUNG,39
2014,Riverside,Desert Regional Medical Center,ESOPHAGUS,2
2014,Riverside,Desert Regional Medical Center,COLON,30
2014,Riverside,Desert Regional Medical Center,BREAST,105
2014,Riverside,Desert Regional Medical Center,BRAIN,23
2014,Riverside,Eisenhower Medical Center,STOMACH,3
2014,Riverside,Eisenhower Medical Center,RECTUM,30
2014,Riverside,Eisenhower Medical Center,PROSTATE,62
2014,Riverside,Eisenhower Medical Center,LUNG,59
2014,Riverside,Eisenhower Medical Center,ESOPHAGUS,1
2014,Riverside,Eisenhower Medical Center,COLON,85
2014,Riverside,Eisenhower Medical Center,BREAST,132
2014,Riverside,Eisenhower Medical Center,BRAIN,16
2014,Riverside,Hemet Valley Medical Center,STOMACH,1
2014,Riverside,Hemet Valley Medical Center,RECTUM,4
2014,Riverside,Hemet Valley Medical Center,PROSTATE,23
2014,Riverside,Hemet Valley Medical Center,COLON,27
2014,Riverside,Hemet Valley Medical Center,BREAST,40
2014,Riverside,Hemet Valley Medical Center,BLADDER,1
2014,Riverside,John F. Kennedy Memorial Hospital,RECTUM,1
2014,Riverside,John F. Kennedy Memorial Hospital,LUNG,1
